join_date,customer_key,first_name,last_name,gender,age,age_group,total_spend,total_orders,last_purchase_date,customer_status
2011-10-29,946,Dennis,Huang,Male,27,Under 30,5910,2,2013-09-28,Active
2011-10-21,947,Brandy,Saunders,Female,57,45-59,4697,3,2013-12-22,Active
2012-05-09,1214,Alejandro,Lal,Male,39,30-44,4419,2,2013-04-01,Active
2012-06-07,1230,Kari,Gomez,Female,51,45-59,4415,2,2013-05-23,Active
2012-03-23,1240,Alberto,Ramos,Male,66,60+,6901,3,2013-12-17,Active
2011-12-18,1254,Jenny,Sun,Female,31,30-44,4067,2,2013-07-16,Active
2011-03-21,1256,Robyn,Alvarez,Female,35,30-44,5883,2,2013-07-20,Active
2011-03-30,1257,Wendy,Ramos,Female,41,30-44,5953,2,2013-08-16,Active
2011-04-22,1262,Kaitlin,Sanchez,Female,47,45-59,5973,2,2013-08-21,Active
2012-03-28,1264,Emmanuel,Garcia,Male,48,45-59,6829,3,2013-12-27,Active
2012-04-10,1265,Bruce,Ashe,Male,37,30-44,5663,3,2013-05-25,Active
2012-06-23,1271,Ebony,Ramos,Female,47,45-59,4455,2,2013-07-10,Active
2012-04-11,1272,Tyrone,Hernandez,Male,48,45-59,5683,3,2013-05-18,Active
2012-10-16,1549,Alexandra,Collins,Female,53,45-59,4368,2,2013-08-29,Active
2013-09-03,1556,Edgar,Malhotra,Male,69,60+,69,1,2013-09-03,One-Time Buyer
2013-03-14,1563,Kristina,Chandra,Female,66,60+,59,1,2013-03-14,One-Time Buyer
2013-03-07,1565,Marshall,Yang,Male,67,60+,110,2,2013-11-16,Active
2012-01-08,1574,Grant,Rai,Male,28,Under 30,2668,2,2013-08-31,Active
2012-01-15,1575,Derek,Raje,Male,28,Under 30,2626,2,2013-09-20,Active
2012-02-27,1582,Kristina,Fernandez,Female,30,30-44,2646,2,2013-10-17,Active
2013-07-31,1583,Carmen,Sara,Female,31,30-44,84,2,2013-11-02,Active
2013-11-03,1588,Danny,Travers,Male,29,Under 30,77,2,2013-12-25,Active
2013-09-24,1597,Armando,Romero,Male,47,45-59,69,1,2013-09-24,One-Time Buyer
2013-08-04,1599,Alexandra,Bryant,Female,48,45-59,43,2,2013-10-03,Active
2012-06-17,2135,Sara,Morgan,Female,74,60+,5649,3,2013-12-08,Active
2011-12-31,2143,Xavier,Moore,Male,33,30-44,4798,2,2013-10-22,Active
2013-03-18,2149,Tyler,Anderson,Male,28,Under 30,1137,1,2013-03-18,One-Time Buyer
2013-04-07,2150,Linda,Ferrier,Female,56,45-59,65,2,2013-11-28,Active
2013-07-02,2151,Lacey,Yang,Female,71,60+,89,2,2013-08-05,Active
2012-06-18,2157,Bradley,Lal,Male,62,60+,2663,2,2013-12-27,Active
2012-01-14,2166,Wyatt,Walker,Male,31,30-44,4502,2,2013-11-10,Active
2013-10-06,2173,Isabella,Cook,Female,39,30-44,24,1,2013-10-06,One-Time Buyer
2013-06-25,2176,Noah,Smith,Male,40,30-44,167,3,2013-11-11,Active
2013-10-17,2185,Miguel,Perez,Male,60,60+,221,2,2013-12-03,Active
2013-11-29,2442,Omar,Zhang,Male,40,30-44,46,1,2013-11-29,One-Time Buyer
2012-03-18,2443,Paula,Vazquez,Female,45,45-59,4501,2,2013-06-20,Active
2012-03-10,2444,Jasmine,White,Female,45,45-59,4537,2,2013-06-12,Active
2012-03-12,2450,Jerome,Diaz,Male,47,45-59,4527,2,2013-06-13,Active
2012-04-28,2451,Victoria,Jones,Female,41,30-44,4773,2,2013-06-07,Active
2013-06-05,2170,Caleb,Griffin,Male,36,30-44,192,2,2013-10-15,Active
2013-03-28,2171,Sebastian,Reed,Male,36,30-44,231,2,2013-04-24,Active
2013-01-30,2172,Catherine,Torres,Female,40,30-44,192,2,2013-06-06,Active
2012-01-27,2178,Taylor,Rogers,Female,45,45-59,4499,2,2013-04-21,Active
2012-01-10,2179,Megan,Gray,Female,45,45-59,4499,2,2013-04-16,Active
2013-05-09,2187,Marcus,Sanders,Male,65,60+,22,1,2013-05-09,One-Time Buyer
2013-04-30,2188,Evan,Wright,Male,65,60+,30,1,2013-04-30,One-Time Buyer
2013-11-14,2446,Logan,Davis,Male,45,45-59,76,1,2013-11-14,One-Time Buyer
2012-03-01,2447,Katelyn,Scott,Female,46,45-59,4537,2,2013-06-19,Active
2012-03-26,2448,Destiny,Cox,Female,46,45-59,4534,2,2013-06-17,Active
2013-06-10,2456,Kaitlyn,Bryant,Female,41,30-44,2350,1,2013-06-10,One-Time Buyer
2013-05-01,2461,Jasmine,Walker,Female,53,45-59,4693,2,2013-08-05,Active
2012-04-19,2465,Martha,Hu,Female,71,60+,4502,2,2013-06-16,Active
2013-12-20,2471,Jaclyn,Jai,Female,47,45-59,57,1,2013-12-20,One-Time Buyer
2012-04-28,2478,Katherine,Wood,Female,54,45-59,4512,2,2013-06-27,Active
2013-04-22,2487,Rebekah,Gomez,Female,70,60+,226,3,2013-09-02,Active
2013-06-12,2489,Laura,Guo,Female,70,60+,142,1,2013-06-12,One-Time Buyer
2012-05-03,2490,Jennifer,Walker,Female,68,60+,4740,2,2013-06-24,Active
2013-05-18,2495,Byron,Gutierrez,Male,46,45-59,40,1,2013-05-18,One-Time Buyer
2013-03-23,2496,Micheal,Alvarez,Male,45,45-59,58,2,2013-04-18,Active
2013-06-24,2762,Logan,Powell,Male,48,45-59,46,1,2013-06-24,One-Time Buyer
2011-04-19,2771,Gerald,Moreno,Male,39,30-44,6428,3,2013-10-04,Active
2011-05-09,2772,Victor,Moreno,Male,34,30-44,6535,3,2013-10-15,Active
2012-01-02,2780,Manuel,Garcia,Male,41,30-44,3063,2,2013-04-18,Active
2013-08-04,2787,Jon,Chavez,Male,41,30-44,5,1,2013-08-04,One-Time Buyer
2013-05-16,2788,Glenn,Cai,Male,41,30-44,60,1,2013-05-16,One-Time Buyer
2013-03-30,2789,Kari,Fernandez,Female,36,30-44,201,2,2013-10-18,Active
2011-05-05,2796,Carl,Raje,Male,44,30-44,4357,2,2013-03-03,Active
2013-11-01,2797,Martha,Zheng,Female,44,30-44,40,1,2013-11-01,One-Time Buyer
2013-12-05,2799,Tammy,Randall,Female,45,45-59,36,1,2013-12-05,One-Time Buyer
2012-02-23,2812,Sandra,Chen,Female,45,45-59,3001,2,2013-06-28,Active
2013-02-09,2816,Lacey,Lin,Female,28,Under 30,115,2,2013-09-28,Active
2012-02-16,2824,Margaret,Zheng,Female,40,30-44,5393,3,2013-11-14,Active
2012-03-22,3082,Nicole,Butler,Female,28,Under 30,3451,2,2013-02-18,Churned
2013-04-30,3091,Jennifer,Lewis,Female,30,30-44,86,1,2013-04-30,One-Time Buyer
2012-04-11,3099,Allison,Lopez,Female,29,Under 30,1845,2,2013-04-12,Active
2012-04-02,3105,Sydney,James,Female,31,30-44,1889,2,2013-04-01,Active
2012-04-26,3107,Melissa,Hughes,Female,32,30-44,1839,2,2013-04-28,Active
2012-05-29,3122,Devon,Goel,Male,40,30-44,3319,2,2013-06-08,Active
2013-03-21,3124,Erick,Mehta,Male,28,Under 30,62,2,2013-07-15,Active
2013-02-12,82,Savannah,Baker,Female,41,30-44,104,2,2013-04-13,Active
2013-01-13,89,Hunter,Davis,Male,50,45-59,3176,2,2013-11-12,Active
2011-08-07,91,Trevor,Bryant,Male,45,45-59,6703,3,2013-11-21,Active
2011-04-11,97,AndrΓö£┬«s,Anand,Male,45,45-59,8063,3,2013-07-30,Active
2011-04-04,98,Edwin,Nara,Male,41,30-44,8099,3,2013-07-24,Active
2013-02-11,99,Mallory,Rubio,Female,47,45-59,89,3,2013-10-16,Active
2012-11-03,383,Edward,Patterson,Male,39,30-44,4344,2,2013-02-16,Churned
2011-07-03,389,Joseph,Martin,Male,48,45-59,6987,3,2013-04-26,Active
2013-10-26,392,Lindsay,Xie,Female,37,30-44,34,1,2013-10-26,One-Time Buyer
2013-10-26,397,Ian,Lopez,Male,38,30-44,29,1,2013-10-26,One-Time Buyer
2013-07-07,398,Latoya,Shan,Female,39,30-44,38,1,2013-07-07,One-Time Buyer
2011-07-03,399,Colin,Nath,Male,38,30-44,8114,3,2013-08-02,Active
2013-03-31,406,Bonnie,Goel,Female,56,45-59,54,1,2013-03-31,One-Time Buyer
2013-03-05,409,Darren,Gill,Male,49,45-59,34,1,2013-03-05,One-Time Buyer
2012-11-07,417,Katrina,Becker,Female,63,60+,4928,3,2013-05-05,Active
2011-11-03,422,Amy,Sun,Female,61,60+,9780,4,2013-10-09,Active
2011-08-22,423,Dustin,Deng,Male,61,60+,7075,4,2013-11-03,Active
2013-04-21,425,Pamela,Garcia,Female,49,45-59,44,1,2013-04-21,One-Time Buyer
2012-11-22,426,Ariana,Gray,Female,48,45-59,10528,6,2013-12-21,Active
2012-12-10,433,Dominique,Prasad,Female,56,45-59,9330,6,2013-12-25,Active
2012-12-02,434,Maurice,Shan,Male,56,45-59,12914,6,2013-09-14,Active
2013-03-06,782,Carlos,Gray,Male,37,30-44,134,2,2013-12-09,Active
2013-04-12,785,Jose,Turner,Male,35,30-44,272,5,2013-12-17,Active
2013-03-07,790,Bailey,Phillips,Female,32,30-44,72,2,2013-04-28,Active
2011-10-10,800,Jessie,Wang,Male,33,30-44,5921,2,2013-06-09,Active
2013-12-12,802,Aaron,Sharma,Male,38,30-44,87,2,2013-12-31,Active
2011-10-02,817,Joe,Torres,Male,32,30-44,5933,2,2013-02-20,Churned
2011-10-27,827,Jessie,Alonso,Female,42,30-44,5898,2,2013-02-15,Churned
2011-10-27,832,Christian,Ross,Male,38,30-44,5933,2,2013-02-10,Churned
2013-08-14,1151,Logan,Wang,Male,38,30-44,43,2,2013-09-04,Active
2011-10-30,1153,Adrian,Ramirez,Male,38,30-44,5937,2,2013-03-07,Active
2013-11-16,2589,Deb,Dominguez,Female,54,45-59,15,1,2013-11-16,One-Time Buyer
2013-07-28,2595,Jessica,Williams,Female,56,45-59,45,1,2013-07-28,One-Time Buyer
2012-01-13,2596,Cole,Stewart,Male,57,45-59,9391,4,2013-08-15,Active
2013-08-19,2598,Lance,Gutierrez,Male,56,45-59,59,1,2013-08-19,One-Time Buyer
2013-03-22,2604,Molly,Martinez,Female,58,45-59,134,2,2013-06-10,Active
2013-10-10,2605,Nuan,Zheng,Male,52,45-59,133,1,2013-10-10,One-Time Buyer
2011-04-17,2607,Drew,Sharma,Male,59,45-59,7195,4,2013-12-27,Active
2012-07-20,2620,Arturo,Xu,Male,32,30-44,6808,3,2013-11-22,Active
2012-07-06,2621,Damien,Ye,Male,32,30-44,6848,3,2013-11-13,Active
2013-07-23,2622,Melody,Ruiz,Female,34,30-44,167,3,2013-09-09,Active
2012-07-02,2623,Alan,Wang,Male,34,30-44,6841,3,2013-11-01,Active
2012-07-21,2630,Karla,Yuan,Female,35,30-44,6889,3,2013-11-19,Active
2012-07-13,2954,Theresa,Munoz,Female,33,30-44,6840,3,2013-12-19,Active
2013-07-09,2955,Eddie,Ramos,Male,29,Under 30,128,3,2013-10-04,Active
2013-05-01,2964,Veronica,Patel,Female,41,30-44,74,1,2013-05-01,One-Time Buyer
2012-07-27,2966,Barry,Sara,Male,36,30-44,6872,3,2013-12-20,Active
2012-12-05,2980,Chloe,Jenkins,Female,29,Under 30,3282,2,2013-03-28,Active
2012-01-16,2991,Stephanie,Wood,Female,30,30-44,1893,2,2013-03-26,Active
2013-05-15,2996,Michele,Black,Female,61,60+,65,2,2013-11-17,Active
2013-05-15,2997,Marie,Perez,Female,55,45-59,66,2,2013-06-30,Active
2013-05-06,3014,Jimmy,Blanco,Male,51,45-59,138,2,2013-12-12,Active
2013-05-20,3015,Leslie,Serrano,Female,51,45-59,62,2,2013-11-02,Active
2013-06-04,3016,Kurt,Lal,Male,57,45-59,60,2,2013-10-23,Active
2011-04-19,3147,Toni,Sara,Female,48,45-59,6750,3,2013-10-16,Active
2011-07-30,3148,Marcus,Rivera,Male,50,45-59,4397,2,2013-08-07,Active
2011-08-11,3150,Donald,Srini,Male,36,30-44,4417,2,2013-08-23,Active
2012-02-25,3155,Willie,Gao,Male,32,30-44,3018,2,2013-08-24,Active
2011-04-28,3156,Olivia,Morris,Female,32,30-44,5993,2,2013-10-05,Active
2011-04-10,3158,Willie,Xu,Male,33,30-44,6650,3,2013-10-28,Active
2011-08-19,3164,Ebony,Garcia,Female,38,30-44,6566,3,2013-12-04,Active
2011-04-20,3166,Natalie,Gray,Female,39,30-44,5910,2,2013-10-08,Active
2011-08-08,3172,Michele,Lal,Female,63,60+,6616,3,2013-12-12,Active
2013-04-09,3173,Carla,Garcia,Female,64,60+,75,2,2013-09-18,Active
2013-05-25,3174,Tonya,Shan,Female,63,60+,39,1,2013-05-25,One-Time Buyer
2013-02-22,3175,Alberto,Diaz,Male,57,45-59,39,1,2013-02-22,Churned One-Time
2013-12-07,3188,Eugene,Lu,Male,55,45-59,37,1,2013-12-07,One-Time Buyer
2013-07-20,3189,Meagan,Sanchez,Female,56,45-59,33,1,2013-07-20,One-Time Buyer
2011-08-17,3190,Krista,Martin,Female,56,45-59,8317,3,2013-06-10,Active
2011-04-11,3192,Derrick,Martin,Male,51,45-59,8301,3,2013-07-15,Active
2013-04-13,3197,Felicia,Dominguez,Female,57,45-59,69,1,2013-04-13,One-Time Buyer
2013-10-08,3198,Frank,Gill,Male,53,45-59,107,1,2013-10-08,One-Time Buyer
2013-03-01,72,Linda,Serrano,Female,53,45-59,110,3,2013-12-01,Active
2013-03-23,74,Amy,Ye,Female,51,45-59,192,3,2013-08-21,Active
2011-04-10,81,Damien,Chander,Male,48,45-59,8204,3,2013-06-23,Active
2013-02-25,88,Tamara,Liang,Female,50,45-59,200,2,2013-08-09,Active
2011-04-07,100,Adam,Ross,Male,47,45-59,8216,3,2013-07-01,Active
2011-05-04,105,Edgar,Sara,Male,38,30-44,8173,3,2013-06-15,Active
2011-05-14,106,Candace,Fernandez,Female,43,30-44,8096,3,2013-06-05,Active
2011-05-01,108,Bianca,Lin,Female,37,30-44,8171,3,2013-06-21,Active
2013-04-17,124,Philip,Alvarez,Male,48,45-59,46,2,2013-10-15,Active
2013-11-17,390,Karl,Shan,Male,32,30-44,69,1,2013-11-17,One-Time Buyer
2013-11-07,391,Christine,Raji,Female,37,30-44,49,1,2013-11-07,One-Time Buyer
2013-04-13,400,Brenda,Mehta,Female,38,30-44,14,1,2013-04-13,One-Time Buyer
2011-07-15,401,Franklin,Raji,Male,33,30-44,6968,3,2013-07-19,Active
2011-08-13,415,Ian,Richardson,Male,54,45-59,7191,4,2013-09-15,Active
2013-08-16,416,Randy,She,Male,64,60+,14,1,2013-08-16,One-Time Buyer
2011-12-10,424,Jasmine,Stewart,Female,53,45-59,9905,4,2013-10-20,Active
2011-12-21,432,Bryant,Garcia,Male,39,30-44,9913,4,2013-09-30,Active
2013-02-05,439,Jenny,Nara,Female,58,45-59,35,1,2013-02-05,Churned One-Time
2012-11-29,440,Janet,Munoz,Female,60,60+,12488,6,2013-10-20,Active
2011-06-28,448,Jennifer,Roberts,Female,33,30-44,8078,3,2013-05-31,Active
2011-06-16,449,Kyle,Patterson,Male,33,30-44,8132,3,2013-06-21,Active
2011-10-03,776,Sierra,Roberts,Female,NULL,60+,5913,2,2013-06-03,Active
2011-10-05,777,Seth,Mitchell,Male,35,30-44,6079,2,2013-06-03,Active
2013-03-23,784,Sara,Mitchell,Female,31,30-44,110,2,2013-05-11,Active
2013-03-11,791,Timothy,Gonzalez,Male,32,30-44,147,2,2013-05-22,Active
2013-09-29,792,Chase,Morgan,Male,38,30-44,120,2,2013-12-01,Active
2013-05-03,793,Alexia,Perry,Female,39,30-44,120,2,2013-06-30,Active
2013-03-26,809,James,Parker,Male,39,30-44,609,5,2013-10-25,Active
2011-10-21,810,Juan,Gray,Male,40,30-44,5929,2,2013-06-10,Active
2011-10-13,818,Morgan,Miller,Female,32,30-44,5898,2,2013-02-12,Churned
2013-03-18,825,Jill,Martin,Female,36,30-44,181,4,2013-12-20,Active
2013-10-18,2452,Robin,Browning,Female,41,30-44,22,1,2013-10-18,One-Time Buyer
2013-02-07,2459,Joan,James,Female,52,45-59,45,1,2013-02-07,Churned One-Time
2012-04-24,2469,Mariah,Sanders,Female,47,45-59,4627,2,2013-06-19,Active
2013-12-10,2476,Charles,Allen,Male,54,45-59,57,1,2013-12-10,One-Time Buyer
2013-07-21,2484,Christian,Lal,Male,55,45-59,57,1,2013-07-21,One-Time Buyer
2012-05-12,2485,Marcus,Martinez,Male,71,60+,4813,2,2013-06-03,Active
2013-03-11,2491,Edward,Rodriguez,Male,69,60+,57,1,2013-03-11,One-Time Buyer
2013-03-26,2494,Valerie,Zhao,Female,43,30-44,49,2,2013-04-24,Active
2013-06-13,2761,Brian,Cooper,Male,49,45-59,129,3,2013-09-18,Active
2012-01-14,2767,Joe,Gill,Male,40,30-44,3001,2,2013-03-01,Active
2012-01-17,2770,Brendan,Kumar,Male,39,30-44,5086,3,2013-11-22,Active
2011-05-03,2783,Kelli,Lu,Female,35,30-44,6512,3,2013-10-15,Active
2011-03-18,2784,Logan,Wright,Male,41,30-44,5955,2,2013-09-08,Active
2011-03-08,2785,Spencer,Griffin,Male,42,30-44,7138,3,2013-12-23,Active
2013-06-05,2792,Audrey,Martin,Female,42,30-44,108,2,2013-09-10,Active
2011-03-02,2793,Charles,Taylor,Male,43,30-44,7216,3,2013-12-22,Active
2012-01-18,2794,Jason,Gonzales,Male,42,30-44,3021,2,2013-04-02,Active
2011-03-30,2795,Mallory,Martin,Female,43,30-44,7212,3,2013-12-12,Active
2011-06-05,2809,Richard,Perez,Male,38,30-44,4406,2,2013-05-23,Active
2013-04-23,2817,Marissa,Henderson,Female,28,Under 30,261,2,2013-08-30,Active
2013-06-22,2820,Max,Gill,Male,30,30-44,35,1,2013-06-22,One-Time Buyer
2013-10-20,2825,Destiny,Wood,Female,29,Under 30,5,1,2013-10-20,One-Time Buyer
2012-08-16,3103,Lisa,Huang,Female,66,60+,3666,3,2013-08-01,Active
2013-04-08,3109,Thomas,Yang,Male,33,30-44,839,1,2013-04-08,One-Time Buyer
2012-05-26,3118,Emma,Cook,Female,39,30-44,3352,2,2013-06-13,Active
2013-04-24,3120,Paige,Cooper,Female,41,30-44,149,3,2013-10-28,Active
2012-08-12,3128,Lacey,Zhang,Female,32,30-44,3809,2,2013-03-11,Active
2012-08-13,3129,Ian,Harris,Male,29,Under 30,3836,2,2013-03-05,Active
2012-08-01,3135,Cassandra,Fernandez,Female,31,30-44,3835,2,2013-05-03,Active
2012-02-19,3142,Ana,Bryant,Female,48,45-59,3282,2,2013-07-25,Active
2013-04-12,3144,Jill,Sandoval,Female,42,30-44,91,1,2013-04-12,One-Time Buyer
2013-02-06,3146,Jessie,Ye,Male,49,45-59,24,1,2013-02-06,Churned One-Time
2013-04-13,3546,Faith,Henderson,Female,40,30-44,79,1,2013-04-13,One-Time Buyer
2013-03-20,3554,Leah,Ma,Female,67,60+,148,2,2013-04-26,Active
2013-02-01,3562,Eduardo,Miller,Male,32,30-44,159,3,2013-11-11,Active
2013-05-19,3563,Bryce,Stewart,Male,38,30-44,7,1,2013-05-19,One-Time Buyer
2013-05-05,3571,Hannah,Henderson,Female,37,30-44,40,1,2013-05-05,One-Time Buyer
2013-03-03,3580,Luis,Henderson,Male,39,30-44,125,1,2013-03-03,One-Time Buyer
2011-03-26,3586,Kimberly,Torres,Female,32,30-44,3016,2,2013-07-23,Active
2011-04-28,76,Felicia,Jimenez,Female,50,45-59,8068,3,2013-06-24,Active
2013-02-15,79,Gina,Martin,Female,28,Under 30,792,16,2013-12-25,Active
2013-01-06,84,Alyssa,Cox,Female,36,30-44,3137,2,2013-11-08,Active
2013-01-04,85,Lucas,Phillips,Male,50,45-59,3078,2,2013-11-21,Active
2011-04-08,93,Cheryl,Diaz,Female,41,30-44,8110,3,2013-06-21,Active
2011-04-01,96,Chad,Kumar,Male,45,45-59,8158,3,2013-06-25,Active
2011-05-01,111,Curtis,Yang,Male,46,45-59,8093,3,2013-08-20,Active
2013-03-15,117,Clinton,Carlson,Male,34,30-44,149,3,2013-10-16,Active
2013-07-10,119,Alvin,Zeng,Male,51,45-59,116,2,2013-11-10,Active
2013-01-31,126,Dana,Navarro,Female,52,45-59,79,3,2013-07-03,Active
2013-06-19,129,Samantha,Long,Female,32,30-44,144,2,2013-08-12,Active
2011-07-26,388,Megan,Ramirez,Female,49,45-59,6959,3,2013-04-01,Active
2013-07-16,394,Kurt,Pal,Male,39,30-44,14,1,2013-07-16,One-Time Buyer
2011-11-14,396,Beth,Gutierrez,Female,37,30-44,5730,2,2013-02-20,Churned
2013-02-10,405,Megan,Taylor,Female,56,45-59,34,1,2013-02-10,Churned One-Time
2012-11-13,411,Maurice,Goel,Male,NULL,60+,4464,2,2013-02-04,Churned
2011-11-05,413,Sydney,Bryant,Female,54,45-59,9880,4,2013-10-11,Active
2013-04-09,427,Kristopher,Mehta,Male,54,45-59,35,1,2013-04-09,One-Time Buyer
2011-12-05,429,Deanna,Perez,Female,54,45-59,9954,4,2013-10-22,Active
2013-05-22,437,Taylor,Cox,Female,57,45-59,81,2,2013-06-19,Active
2011-06-07,444,Grace,Griffin,Female,32,30-44,8235,3,2013-10-01,Active
2011-10-17,780,Sarah,Jackson,Female,36,30-44,5873,2,2013-06-23,Active
2011-10-15,781,Jessica,Alexander,Female,36,30-44,5973,2,2013-06-18,Active
2013-04-21,786,Theodore,Diaz,Male,30,30-44,75,2,2013-08-31,Active
2013-02-25,803,Madison,Taylor,Female,36,30-44,214,5,2013-12-01,Active
2011-10-21,819,Daniel,Garcia,Male,38,30-44,5954,2,2013-01-30,Churned
2013-02-15,820,Jose,Lal,Male,40,30-44,42,1,2013-02-15,Churned One-Time
2013-03-13,830,Sophia,Campbell,Female,38,30-44,131,2,2013-06-21,Active
2011-11-27,1154,Kaitlyn,Bailey,Female,51,45-59,5938,2,2013-03-04,Active
2011-11-01,1172,Alyssa,Cooper,Female,41,30-44,5984,2,2013-03-07,Active
2011-12-10,1181,Holly,Mehta,Female,71,60+,5930,2,2013-07-04,Active
2011-12-25,1187,Bryant,Srini,Male,42,30-44,5913,2,2013-03-08,Active
2013-10-07,2599,Keith,Luo,Male,51,45-59,50,1,2013-10-07,One-Time Buyer
2013-05-01,2600,Valerie,Zhu,Female,51,45-59,51,2,2013-09-30,Active
2011-02-03,2601,Marie,Sanz,Female,57,45-59,8460,3,2013-07-03,Active
2013-10-12,2609,Karla,Kumar,Female,59,45-59,72,1,2013-10-12,One-Time Buyer
2013-08-07,2610,Ramon,Yang,Male,53,45-59,99,2,2013-11-17,Active
2013-01-29,2616,Jacquelyn,Rowe,Female,33,30-44,147,3,2013-10-23,Active
2012-07-14,2617,Cole,Ramirez,Male,32,30-44,6872,3,2013-11-07,Active
2013-04-18,2618,Gerald,Suri,Male,32,30-44,117,2,2013-11-23,Active
2012-07-04,2960,Ebony,Carlson,Female,39,30-44,6858,3,2013-12-10,Active
2012-07-12,2967,Darren,Dominguez,Male,42,30-44,6842,3,2013-12-26,Active
2012-07-07,2968,Glenn,Zhang,Male,43,30-44,5722,3,2013-12-28,Active
2012-07-19,2969,Lydia,Sai,Female,43,30-44,5181,3,2013-12-22,Active
2012-12-24,2977,Emmanuel,Smith,Male,40,30-44,4512,2,2013-06-15,Active
2012-11-28,2978,Alexandra,Brown,Female,40,30-44,4788,2,2013-06-23,Active
2013-03-08,2984,Logan,Collins,Male,64,60+,180,2,2013-07-26,Active
2013-04-22,2986,Alexis,Wood,Female,29,Under 30,31,1,2013-04-22,One-Time Buyer
2012-01-08,2987,Chloe,Anderson,Female,28,Under 30,1893,2,2013-03-23,Active
2012-01-25,3000,Elijah,Gonzales,Male,29,Under 30,3295,2,2013-06-22,Active
2013-10-14,3010,Brandy,Prasad,Female,53,45-59,64,2,2013-11-04,Active
2012-08-06,3012,Roger,Shen,Male,57,45-59,3831,2,2013-02-13,Churned
2013-07-23,3017,Mary,Sandidge,Male,57,45-59,121,2,2013-09-05,Active
2011-04-09,3151,Billy,Munoz,Male,49,45-59,6705,3,2013-10-02,Active
2011-08-04,3162,Claudia,Li,Female,39,30-44,6497,3,2013-11-03,Active
2012-02-13,3170,Carmen,Martinez,Female,34,30-44,3262,2,2013-08-18,Active
2013-12-08,3178,Kenneth,Nara,Male,62,60+,47,1,2013-12-08,One-Time Buyer
2013-04-04,3185,Caleb,Jenkins,Male,43,30-44,105,2,2013-07-29,Active
2013-03-13,3195,Cassie,Rai,Female,58,45-59,169,2,2013-09-27,Active
2011-04-22,3196,Clinton,Blanco,Male,58,45-59,8316,3,2013-08-04,Active
2012-03-09,3201,Colleen,Goel,Female,59,45-59,9422,4,2013-09-28,Active
2013-11-14,3202,Marie,Serrano,Female,60,60+,33,1,2013-11-14,One-Time Buyer
2012-03-01,3204,Seth,Rodriguez,Male,61,60+,7082,3,2013-08-31,Active
2013-02-11,3469,Grace,Rivera,Female,47,45-59,7,1,2013-02-11,Churned One-Time
2013-03-31,3470,Angela,Bell,Female,47,45-59,64,1,2013-03-31,One-Time Buyer
2012-12-17,3471,Jeremy,Robinson,Male,41,30-44,3382,2,2013-07-10,Active
2013-08-26,3477,Bryce,Reed,Male,53,45-59,7,1,2013-08-26,One-Time Buyer
2012-12-04,3478,Lauren,Lee,Female,52,45-59,3342,2,2013-07-27,Active
2013-06-09,3479,Abigail,Patterson,Female,48,45-59,4795,2,2013-09-04,Active
2013-12-12,3480,Samantha,Smith,Female,71,60+,82,1,2013-12-12,One-Time Buyer
2012-12-18,3486,Bailey,Stewart,Female,48,45-59,3312,2,2013-07-12,Active
2012-12-01,3495,Cameron,Diaz,Male,49,45-59,1769,2,2013-06-09,Active
2013-04-30,69,Tiffany,Liang,Female,47,45-59,113,3,2013-10-08,Active
2011-04-21,77,Blake,Anderson,Male,50,45-59,8159,3,2013-06-21,Active
2013-12-06,86,Emily,Johnson,Female,50,45-59,75,1,2013-12-06,One-Time Buyer
2013-01-29,92,Dalton,Perez,Male,51,45-59,1122,26,2013-12-21,Active
2011-04-16,101,Latasha,Navarro,Female,47,45-59,8172,3,2013-08-07,Active
2011-04-29,102,Abby,Sai,Female,43,30-44,8262,3,2013-06-29,Active
2013-07-16,103,Julia,Nelson,Female,43,30-44,103,3,2013-12-09,Active
2013-02-03,120,Evan,James,Male,73,60+,85,2,2013-11-23,Active
2011-05-14,121,Beth,JimΓö£┬«nez,Female,71,60+,8242,3,2013-09-19,Active
2011-05-28,127,Shaun,Carson,Male,59,45-59,4971,3,2013-11-03,Active
2013-07-06,386,Miguel,Allen,Male,42,30-44,14,1,2013-07-06,One-Time Buyer
2013-11-02,387,Jaclyn,Cai,Female,42,30-44,69,1,2013-11-02,One-Time Buyer
2012-10-28,402,Linda,Navarro,Female,38,30-44,5020,3,2013-03-08,Active
2012-11-07,403,Kelli,Cai,Female,38,30-44,5059,3,2013-04-02,Active
2012-10-28,404,Nancy,Schmidt,Female,33,30-44,5032,3,2013-05-28,Active
2013-08-04,412,Devin,Ross,Male,54,45-59,38,1,2013-08-04,One-Time Buyer
2012-11-04,418,Lacey,Zheng,Female,63,60+,11248,7,2013-12-15,Active
2013-12-17,419,Rafael,Hu,Male,63,60+,40,1,2013-12-17,One-Time Buyer
2011-12-20,428,Desiree,Dominguez,Female,54,45-59,9918,4,2013-10-20,Active
2013-06-15,435,Andre,Lopez,Male,51,45-59,70,2,2013-07-15,Active
2013-12-19,438,Alfredo,Moreno,Male,58,45-59,54,1,2013-12-19,One-Time Buyer
